200

3.14663,0
3.14219,0.004443
3.1442,0.00325845
3.14446,0.00231893
3.14186,0.0031606
3.14328,0.00294705
3.14159,0.00300958
3.137,0.00528447
3.13523,0.00498405
3.13442,0.00453052
3.13562,0.00427011
3.13466,0.00401612
3.13596,0.00391724
3.13497,0.00375985
3.13561,0.0035593
3.13586,0.00333837
3.13733,0.00346602
3.13755,0.0032752
3.13679,0.00319071
3.13838,0.00341864
3.13976,0.00353256
3.13941,0.00338636
3.13923,0.00324098
3.14028,0.0032776
3.1388,0.00347478
3.13951,0.00341394
3.13772,0.003741
3.13739,0.00362051
3.13713,0.003503
3.13765,0.0034232
3.13811,0.003344
3.13856,0.00326838
3.13885,0.00318074
3.1388,0.00308608
3.13825,0.00304673
3.13794,0.00297691
3.13812,0.00290036
3.13908,0.00298184
3.13877,0.0029199
3.1386,0.00285153
3.13822,0.00280621
3.13901,0.00284879
3.13857,0.00281549
3.13811,0.00278954
3.13734,0.00283341
3.13618,0.00300441
3.13664,0.0029761
3.1369,0.00292481
3.13548,0.00319736
3.13569,0.00313987
3.13544,0.00308796
3.13554,0.00302969
3.13616,0.00303661
3.13663,0.00301557
3.13703,0.00298795
3.1366,0.002966
3.13654,0.00291417
3.13621,0.00288204
3.13682,0.00289695
3.13663,0.00285419
3.13676,0.00281008
3.13701,0.00277585
3.13691,0.00273329
3.13675,0.00269528
3.13724,0.00269827
3.13776,0.00270754
3.13765,0.00266916
3.13851,0.00276848
3.13832,0.00273488
3.13865,0.0027152
3.13895,0.00269409
3.13927,0.00267522
3.13966,0.00266664
3.13963,0.00263054
3.1394,0.00260507
3.13916,0.00258206
3.13897,0.00255511
3.13928,0.00254145
3.13954,0.00252216
3.13954,0.00249044
3.13935,0.00246639
3.13869,0.00252442
3.13903,0.0025173
3.13944,0.00251979
3.13961,0.00249616
3.13998,0.00249378
3.14019,0.00247439
3.14015,0.00244642
3.14025,0.00242047
3.14002,0.00240405
3.14008,0.00237812
3.1399,0.00235859
3.13955,0.00235986
3.1395,0.002335
3.13947,0.00231053
3.13923,0.00229889
3.13896,0.00229164
3.13935,0.00230221
3.13918,0.00228492
3.13921,0.00226209
3.13894,0.002256
3.13911,0.00224015
3.1391,0.00221831
3.13906,0.00219723
3.13912,0.002177
3.13947,0.0021852
3.13942,0.00216516
3.13965,0.00215721
3.13929,0.00216806
3.13949,0.0021576
3.13935,0.0021425
3.13937,0.00212338
3.13947,0.00210669
3.13963,0.00209402
3.13951,0.00207922
3.13976,0.00207618
3.13991,0.00206398
3.14007,0.00205251
3.14038,0.00206004
3.14052,0.00204703
3.1405,0.00203008
3.14043,0.00201473
3.1407,0.00201575
3.14077,0.00200077
3.14088,0.00198786
3.14109,0.00198336
3.14102,0.00196903
3.1412,0.0019615
3.1415,0.00196917
3.14182,0.0019805
3.14168,0.00197054
3.1416,0.00195702
3.14164,0.00194265
3.14177,0.00193233
3.14186,0.00192038
3.14175,0.00190961
3.14186,0.0018987
3.14198,0.00188877
3.14207,0.00187739
3.14202,0.00186466
3.14208,0.00185253
3.14175,0.00186954
3.14153,0.00186979
3.14148,0.00185728
3.14146,0.00184454
3.14121,0.00184897
3.14081,0.00187884
3.1409,0.00186829
3.14095,0.00185629
3.14082,0.00184852
3.14081,0.00183628
3.14083,0.00182437
3.14075,0.00181425
3.14063,0.00180686
3.14065,0.00179532
3.14092,0.00180362
3.14081,0.00179503
3.14075,0.00178488
3.14088,0.00177892
3.1408,0.00176973
3.14067,0.00176365
3.14092,0.00177003
3.14077,0.00176476
3.14082,0.00175452
3.14077,0.00174449
3.14097,0.00174533
3.14107,0.00173762
3.14126,0.00173728
3.14157,0.00175523
3.14148,0.00174699
3.14145,0.00173702
3.14119,0.00174668
3.14131,0.00174078
3.14136,0.00173147
3.14121,0.0017278
3.14123,0.00171806
3.14121,0.00170849
3.14113,0.0017006
3.14109,0.0016916
3.1412,0.00168557
3.14094,0.00169522
3.14101,0.00168731
3.14099,0.00167819
3.14092,0.00167046
3.1408,0.00166579
3.14087,0.00165807
3.14084,0.00164946
3.14092,0.00164263
3.14094,0.00163409
3.14091,0.00162575
3.14091,0.00161722
3.14085,0.00160999
3.14079,0.00160274
3.1409,0.00159825
3.14081,0.00159239
3.14071,0.00158789
3.14075,0.0015804
3.14078,0.0015727
3.14066,0.00156925
3.14065,0.0015614
